OrderDate,InvoiceNo,CustomerID,HospitalName,Region,State,ProductCategory,ProductName,SalesRep,Quantity,UnitPrice,TotalSales
2023-01-27,INV02438,CUST02438,Johnson Ltd Hospital,South,Karnataka,Medical Devices,Device W,Rahul,45,8311,373995
2024-03-14,INV02439,CUST02439,"Floyd, Blair and Barajas Hospital",South,Karnataka,Medical Devices,Device Y,Sneha,38,16458,625404
2025-10-19,INV02440,CUST02440,"Ramirez, Hernandez and Wilkins Hospital",North,Haryana,Medical Devices,Device Z,Rahul,25,9128,228200
2024-12-06,INV02441,CUST02441,"Evans, Nelson and Adkins Hospital",East,Bengal,Medical Devices,Device Z,Arjun,31,16264,504184
2024-07-13,INV02442,CUST02442,"Jacobs, Cooper and Walker Hospital",North,Haryana,Medical Devices,Device W,Sneha,46,19112,879152
2025-10-09,INV02443,CUST02443,White Inc Hospital,East,Bengal,Medical Devices,Device Z,Sneha,4,9490,37960
2024-07-08,INV02444,CUST02444,Parrish PLC Hospital,East,Bengal,Medical Devices,Device X,Arjun,43,3710,159530
2023-11-14,INV02445,CUST02445,"Molina, Brown and Davis Hospital",West,Maharashtra,Medical Devices,Device X,Sneha,41,13644,559404
2023-06-29,INV02446,CUST02446,Melendez-Rogers Hospital,East,Assam,Medical Devices,Device W,Rahul,47,16730,786310
2025-09-28,INV02447,CUST02447,"Cummings, Hinton and Rice Hospital",North,Haryana,Medical Devices,Device Y,Arjun,27,13639,368253
2023-12-21,INV02448,CUST02448,"Espinoza, Collins and Gutierrez Hospital",South,Kerala,Medical Devices,Device X,Rahul,48,10980,527040
2024-11-28,INV02449,CUST02449,Fletcher Ltd Hospital,North,Haryana,Medical Devices,Device X,Sneha,20,16933,338660
2023-01-02,INV02450,CUST02450,"Morrison, Pratt and Ward Hospital",East,Assam,Medical Devices,Device Y,Arjun,9,14771,132939
2024-12-16,INV02451,CUST02451,Dean PLC Hospital,South,Kerala,Pharma,Medicine B,Rahul,10,13294,132940
2025-11-23,INV02452,CUST02452,"Fox, Miller and Campos Hospital",North,Delhi,Medical Devices,Device W,Anita,13,7169,93197
2025-02-15,INV02453,CUST02453,Galvan-Mills Hospital,South,Karnataka,Medical Devices,Device X,Rahul,9,15052,135468
2023-03-14,INV02454,CUST02454,"Moore, Whitaker and Morgan Hospital",West,Maharashtra,Pharma,Medicine D,Arjun,21,14740,309540
2024-05-24,INV02455,CUST02455,"Estrada, Pacheco and Franklin Hospital",East,Odisha,Pharma,Medicine B,Rahul,21,3050,64050
2023-09-19,INV02456,CUST02456,"Henson, Andrews and Curry Hospital",East,Assam,Pharma,Medicine A,Sneha,38,3114,118332
2024-02-11,INV02457,CUST02457,Shaw Inc Hospital,East,Bengal,Pharma,Medicine B,Rahul,26,8820,229320
2024-03-26,INV02458,CUST02458,Young-Parker Hospital,South,Tamil Nadu,Medical Devices,Device W,Anita,50,16922,846100
2025-02-15,INV02459,CUST02459,"Walters, Bell and Hendrix Hospital",North,Delhi,Pharma,Medicine C,Arjun,26,19407,504582
2023-09-24,INV02460,CUST02460,Knight Inc Hospital,North,Haryana,Pharma,Medicine B,Arjun,45,12258,551610
2023-02-11,INV02461,CUST02461,"Russell, Santos and Costa Hospital",East,Bengal,Medical Devices,Device X,Sneha,33,2530,83490
2024-02-29,INV02462,CUST02462,"Reynolds, Barker and Gutierrez Hospital",North,Haryana,Pharma,Medicine B,Arjun,37,4650,172050
2025-03-17,INV02463,CUST02463,Hurst PLC Hospital,South,Karnataka,Pharma,Medicine B,Arjun,4,2623,10492
2024-10-05,INV02464,CUST02464,Smith LLC Hospital,West,Gujarat,Pharma,Medicine D,Sneha,48,9795,470160
2023-05-06,INV02465,CUST02465,Gutierrez LLC Hospital,East,Bengal,Pharma,Medicine C,Anita,28,213,5964
2023-06-20,INV02466,CUST02466,Russell-Stevenson Hospital,East,Assam,Pharma,Medicine B,Rahul,42,7329,307818
2023-09-14,INV02467,CUST02467,Phillips-Brady Hospital,West,Rajasthan,Pharma,Medicine B,Anita,23,7667,176341
2024-08-22,INV02468,CUST02468,Parker-Dillon Hospital,West,Rajasthan,Medical Devices,Device Z,Sneha,39,19481,759759
2023-03-12,INV02469,CUST02469,"Diaz, Sandoval and Roman Hospital",West,Maharashtra,Pharma,Medicine D,Rahul,29,2748,79692
2023-11-30,INV02470,CUST02470,"Johnson, Perez and Brown Hospital",North,Delhi,Medical Devices,Device X,Arjun,22,12802,281644
2023-11-11,INV02471,CUST02471,Robbins and Sons Hospital,North,Haryana,Medical Devices,Device W,Sneha,1,12412,12412
2023-06-20,INV02472,CUST02472,Burke PLC Hospital,West,Rajasthan,Medical Devices,Device Z,Rahul,15,2882,43230
2025-10-10,INV02473,CUST02473,Church Ltd Hospital,West,Maharashtra,Pharma,Medicine C,Rahul,4,9895,39580
2024-08-30,INV02474,CUST02474,Richard-Copeland Hospital,South,Karnataka,Medical Devices,Device X,Rahul,21,17739,372519
2024-03-22,INV02475,CUST02475,Anderson-Allen Hospital,South,Kerala,Medical Devices,Device Y,Sneha,1,6250,6250
2023-06-22,INV02476,CUST02476,"Bryant, Short and Gallagher Hospital",West,Rajasthan,Pharma,Medicine B,Arjun,33,1555,51315
2025-12-07,INV02477,CUST02477,Mullen-Mitchell Hospital,West,Rajasthan,Pharma,Medicine A,Arjun,46,15466,711436
2023-07-12,INV02478,CUST02478,Watson and Sons Hospital,North,Haryana,Medical Devices,Device W,Anita,31,6009,186279
2025-06-02,INV02479,CUST02479,"Baird, Lopez and White Hospital",North,Haryana,Pharma,Medicine C,Rahul,45,16305,733725
2024-11-29,INV02480,CUST02480,"Price, Aguirre and Chapman Hospital",South,Kerala,Medical Devices,Device W,Arjun,35,9858,345030
2025-02-12,INV02481,CUST02481,Jackson-Stevens Hospital,South,Kerala,Pharma,Medicine B,Rahul,13,4519,58747
2024-01-18,INV02482,CUST02482,"Hansen, Nelson and Farley Hospital",North,Delhi,Medical Devices,Device Y,Sneha,34,10310,350540
2025-12-20,INV02483,CUST02483,"Padilla, Murillo and Montgomery Hospital",East,Assam,Pharma,Medicine D,Sneha,20,16708,334160
2025-12-27,INV02484,CUST02484,Flores Group Hospital,North,Delhi,Pharma,Medicine A,Rahul,19,2328,44232
2023-10-25,INV02485,CUST02485,"Pearson, Gonzalez and Chase Hospital",West,Maharashtra,Pharma,Medicine D,Rahul,49,9271,454279
2023-10-02,INV02486,CUST02486,Allen-Cain Hospital,West,Maharashtra,Medical Devices,Device W,Anita,10,12818,128180
2025-06-29,INV02487,CUST02487,Cox Ltd Hospital,North,Punjab,Medical Devices,Device W,Anita,6,2006,12036
2023-05-10,INV02488,CUST02488,"Johnson, Brown and Harmon Hospital",West,Rajasthan,Pharma,Medicine D,Sneha,26,17219,447694
2025-11-11,INV02489,CUST02489,Hicks Group Hospital,West,Gujarat,Pharma,Medicine B,Sneha,15,11365,170475
2025-03-26,INV02490,CUST02490,"Lee, Walker and Neal Hospital",South,Kerala,Medical Devices,Device W,Arjun,19,9089,172691
2024-04-28,INV02491,CUST02491,Anderson-Parks Hospital,South,Kerala,Medical Devices,Device X,Anita,30,6682,200460
2024-05-27,INV02492,CUST02492,"Gutierrez, Ayers and Sullivan Hospital",West,Rajasthan,Pharma,Medicine D,Arjun,19,10953,208107
2023-03-17,INV02493,CUST02493,"Schneider, Jackson and Williams Hospital",West,Gujarat,Pharma,Medicine A,Sneha,17,3705,62985
2023-10-22,INV02494,CUST02494,Jones and Sons Hospital,West,Maharashtra,Medical Devices,Device X,Rahul,21,18825,395325
2025-12-10,INV02495,CUST02495,Freeman-Patel Hospital,East,Bengal,Pharma,Medicine B,Sneha,25,15336,383400
2024-02-05,INV02496,CUST02496,"Owens, Gonzalez and Brown Hospital",West,Rajasthan,Pharma,Medicine A,Arjun,27,8735,235845
2023-05-21,INV02497,CUST02497,"Bauer, Stephens and Alexander Hospital",South,Karnataka,Medical Devices,Device W,Anita,36,18693,672948
2023-04-26,INV02498,CUST02498,Cross-Ruiz Hospital,East,Odisha,Pharma,Medicine D,Anita,44,13558,596552
2024-09-09,INV02499,CUST02499,"Knight, Morgan and Brown Hospital",North,Delhi,Pharma,Medicine A,Arjun,24,2417,58008
2025-04-01,INV02500,CUST02500,Hernandez-Patterson Hospital,South,Kerala,Medical Devices,Device Z,Sneha,6,12054,72324
2023-03-30,INV02501,CUST02501,Larson-Combs Hospital,South,Tamil Nadu,Medical Devices,Device Z,Sneha,12,14322,171864
2023-05-23,INV02502,CUST02502,Farrell Ltd Hospital,North,Delhi,Pharma,Medicine C,Arjun,4,11770,47080
2023-07-01,INV02503,CUST02503,Lloyd and Sons Hospital,South,Karnataka,Pharma,Medicine A,Rahul,33,17269,569877
2024-06-07,INV02504,CUST02504,"Walker, Wong and Hill Hospital",North,Haryana,Pharma,Medicine B,Anita,6,14396,86376
2024-02-11,INV02505,CUST02505,Kennedy and Sons Hospital,East,Assam,Pharma,Medicine B,Sneha,27,7590,204930
2024-10-21,INV02506,CUST02506,Diaz-Mcneil Hospital,South,Karnataka,Pharma,Medicine C,Sneha,19,2109,40071
2023-08-31,INV02507,CUST02507,"Huynh, Wilson and Rodriguez Hospital",West,Maharashtra,Pharma,Medicine C,Anita,31,7490,232190
2025-01-14,INV02508,CUST02508,Williams-Lowe Hospital,South,Kerala,Pharma,Medicine B,Sneha,28,9866,276248
2025-12-19,INV02509,CUST02509,White-Campbell Hospital,South,Tamil Nadu,Pharma,Medicine A,Anita,29,793,22997
2023-01-24,INV02510,CUST02510,James-Gordon Hospital,East,Bengal,Pharma,Medicine B,Anita,14,4661,65254
2023-08-08,INV02511,CUST02511,"Orr, Jefferson and Sanchez Hospital",East,Assam,Medical Devices,Device Y,Sneha,43,4268,183524
2023-03-29,INV02512,CUST02512,"Henry, Cook and Chavez Hospital",North,Punjab,Medical Devices,Device X,Rahul,6,3728,22368
2023-10-24,INV02513,CUST02513,Jimenez Ltd Hospital,North,Punjab,Pharma,Medicine B,Rahul,4,5252,21008
2023-06-13,INV02514,CUST02514,Anderson-Rosario Hospital,East,Odisha,Pharma,Medicine D,Rahul,35,9644,337540
2025-04-06,INV02515,CUST02515,Gilbert-Williams Hospital,North,Punjab,Medical Devices,Device X,Rahul,43,18201,782643
2024-09-12,INV02516,CUST02516,Fox-Gay Hospital,East,Assam,Medical Devices,Device Z,Rahul,41,18491,758131
2026-01-01,INV02517,CUST02517,Jackson Inc Hospital,East,Bengal,Pharma,Medicine D,Rahul,48,6348,304704
2025-05-13,INV02518,CUST02518,Nicholson-Douglas Hospital,East,Odisha,Medical Devices,Device X,Rahul,10,4820,48200
2023-07-16,INV02519,CUST02519,"Flores, Lee and Freeman Hospital",North,Punjab,Medical Devices,Device Y,Rahul,13,14512,188656
2023-01-17,INV02520,CUST02520,Perry LLC Hospital,West,Rajasthan,Pharma,Medicine A,Arjun,11,19540,214940
2023-10-15,INV02521,CUST02521,Rios PLC Hospital,West,Gujarat,Pharma,Medicine A,Sneha,32,13606,435392
2025-11-26,INV02522,CUST02522,Harvey Inc Hospital,East,Odisha,Medical Devices,Device X,Rahul,29,16963,491927
2023-12-23,INV02523,CUST02523,"Bauer, Flowers and Bennett Hospital",South,Kerala,Pharma,Medicine B,Arjun,16,653,10448
2023-07-18,INV02524,CUST02524,Hunt-Johnson Hospital,North,Delhi,Pharma,Medicine D,Sneha,5,19581,97905
2025-07-26,INV02525,CUST02525,Williams-Allen Hospital,North,Delhi,Pharma,Medicine C,Anita,30,18951,568530
2024-09-01,INV02526,CUST02526,"Holland, Miller and Williams Hospital",West,Maharashtra,Pharma,Medicine A,Rahul,23,5425,124775
2025-06-17,INV02527,CUST02527,Woodward-Montoya Hospital,North,Delhi,Medical Devices,Device Y,Sneha,25,16934,423350
2025-10-29,INV02528,CUST02528,Camacho and Sons Hospital,East,Bengal,Medical Devices,Device Y,Arjun,14,2585,36190
2024-06-29,INV02529,CUST02529,Newton and Sons Hospital,North,Haryana,Pharma,Medicine B,Anita,20,5655,113100
2025-07-18,INV02530,CUST02530,"House, Rodriguez and Stephens Hospital",North,Punjab,Medical Devices,Device W,Arjun,25,4888,122200
2025-03-02,INV02531,CUST02531,"Jones, Baker and Massey Hospital",East,Assam,Pharma,Medicine B,Sneha,12,12522,150264
2024-02-19,INV02532,CUST02532,"Bartlett, Mcknight and Ellis Hospital",North,Punjab,Medical Devices,Device W,Arjun,50,13038,651900
2023-01-27,INV02533,CUST02533,Griffin-Edwards Hospital,South,Karnataka,Medical Devices,Device Z,Arjun,44,8811,387684
2024-08-27,INV02534,CUST02534,Garcia Inc Hospital,South,Tamil Nadu,Pharma,Medicine A,Sneha,8,7870,62960
2025-07-16,INV02535,CUST02535,Carter-Aguilar Hospital,West,Rajasthan,Medical Devices,Device W,Anita,37,7266,268842
2023-11-09,INV02536,CUST02536,"Rivas, Carter and Collins Hospital",West,Rajasthan,Medical Devices,Device X,Rahul,44,7741,340604
2024-06-20,INV02537,CUST02537,"Mcgee, Zimmerman and Henry Hospital",South,Tamil Nadu,Pharma,Medicine B,Arjun,30,357,10710
2024-05-22,INV02538,CUST02538,"Mccoy, Hogan and Taylor Hospital",East,Bengal,Pharma,Medicine D,Rahul,34,942,32028
2023-07-18,INV02539,CUST02539,Johnson LLC Hospital,West,Maharashtra,Pharma,Medicine D,Rahul,12,10828,129936
2023-01-03,INV02540,CUST02540,Rios Inc Hospital,West,Gujarat,Pharma,Medicine B,Sneha,27,17881,482787
2025-11-29,INV02541,CUST02541,"Acosta, Turner and Dixon Hospital",West,Maharashtra,Pharma,Medicine D,Anita,38,5406,205428
2023-02-26,INV02542,CUST02542,"Hughes, Brown and Torres Hospital",East,Odisha,Medical Devices,Device W,Anita,1,7859,7859
2025-04-30,INV02543,CUST02543,Conway-Flowers Hospital,West,Gujarat,Medical Devices,Device W,Rahul,26,18007,468182
2023-06-05,INV02544,CUST02544,"Ward, Davis and Fisher Hospital",North,Punjab,Medical Devices,Device W,Rahul,21,8599,180579
2024-08-30,INV02545,CUST02545,Jennings-Perry Hospital,South,Karnataka,Pharma,Medicine A,Sneha,43,12690,545670
2024-12-14,INV02546,CUST02546,Lane-Carey Hospital,East,Bengal,Medical Devices,Device W,Anita,18,10329,185922
2025-02-16,INV02547,CUST02547,Patterson-Watkins Hospital,South,Karnataka,Medical Devices,Device W,Anita,36,17073,614628
2023-03-08,INV02548,CUST02548,"Anderson, Sims and Harris Hospital",East,Odisha,Medical Devices,Device Z,Arjun,14,12673,177422
2024-09-01,INV02549,CUST02549,Massey-Davis Hospital,West,Gujarat,Medical Devices,Device Z,Arjun,30,13355,400650
2023-08-14,INV02550,CUST02550,"Galloway, Duncan and Yoder Hospital",South,Karnataka,Medical Devices,Device W,Rahul,18,5124,92232
2025-07-31,INV02551,CUST02551,Smith Inc Hospital,South,Tamil Nadu,Pharma,Medicine D,Arjun,10,1856,18560
2024-02-21,INV02552,CUST02552,Dawson Ltd Hospital,North,Punjab,Pharma,Medicine B,Sneha,42,2738,114996
2025-04-08,INV02553,CUST02553,Hartman Group Hospital,South,Kerala,Pharma,Medicine D,Anita,8,10766,86128
2024-05-29,INV02554,CUST02554,Bray Ltd Hospital,South,Karnataka,Pharma,Medicine B,Anita,28,18177,508956
2024-10-14,INV02555,CUST02555,Mccarthy-Reid Hospital,West,Gujarat,Medical Devices,Device Z,Sneha,44,4551,200244
2025-01-04,INV02556,CUST02556,Hall-Reynolds Hospital,East,Bengal,Medical Devices,Device W,Sneha,22,13638,300036
2024-07-01,INV02557,CUST02557,Kent LLC Hospital,West,Gujarat,Pharma,Medicine C,Arjun,17,15075,256275
2023-06-19,INV02558,CUST02558,Jones and Sons Hospital,East,Bengal,Medical Devices,Device Z,Rahul,28,10697,299516
2025-03-18,INV02559,CUST02559,Thomas PLC Hospital,South,Karnataka,Pharma,Medicine B,Arjun,11,15834,174174
2025-07-13,INV02560,CUST02560,Brown-Jackson Hospital,South,Karnataka,Medical Devices,Device X,Anita,27,17686,477522
2025-12-07,INV02561,CUST02561,Watkins-Aguilar Hospital,West,Rajasthan,Pharma,Medicine B,Anita,37,12020,444740
2025-12-19,INV02562,CUST02562,"Liu, Lyons and Murray Hospital",East,Bengal,Medical Devices,Device W,Sneha,21,6905,145005
2025-11-12,INV02563,CUST02563,Chambers PLC Hospital,North,Haryana,Pharma,Medicine B,Arjun,19,19759,375421
2023-08-10,INV02564,CUST02564,Beard-Spencer Hospital,North,Delhi,Medical Devices,Device Z,Rahul,14,17162,240268
2024-03-03,INV02565,CUST02565,Wallace Inc Hospital,West,Maharashtra,Medical Devices,Device W,Arjun,5,5382,26910
2023-01-29,INV02566,CUST02566,Griffin-Price Hospital,South,Kerala,Pharma,Medicine B,Arjun,11,121,1331
2023-10-29,INV02567,CUST02567,"Brown, Jackson and Flores Hospital",East,Bengal,Pharma,Medicine D,Rahul,18,429,7722
2024-04-11,INV02568,CUST02568,Henderson-Young Hospital,North,Delhi,Medical Devices,Device Z,Sneha,15,14919,223785
2025-01-07,INV02569,CUST02569,Robinson-Howe Hospital,East,Assam,Medical Devices,Device W,Arjun,32,9312,297984
2023-07-30,INV02570,CUST02570,"Holloway, Wilson and Ruiz Hospital",East,Odisha,Medical Devices,Device W,Anita,39,15497,604383
2025-12-02,INV02571,CUST02571,"Fuentes, Fisher and Jimenez Hospital",North,Delhi,Pharma,Medicine B,Sneha,35,17946,628110
2024-11-15,INV02572,CUST02572,Collins-Silva Hospital,North,Delhi,Medical Devices,Device X,Arjun,41,12199,500159
2024-02-25,INV02573,CUST02573,"Thompson, Love and Ruiz Hospital",West,Rajasthan,Pharma,Medicine C,Anita,49,5464,267736
2024-02-02,INV02574,CUST02574,Hudson-Guzman Hospital,West,Gujarat,Medical Devices,Device Z,Anita,9,935,8415
2024-11-22,INV02575,CUST02575,Blevins-Peterson Hospital,North,Punjab,Medical Devices,Device X,Rahul,27,13665,368955
2025-07-03,INV02576,CUST02576,Sandoval-Mcdonald Hospital,South,Kerala,Pharma,Medicine D,Arjun,50,16612,830600
2024-08-25,INV02577,CUST02577,Beard-Robinson Hospital,West,Maharashtra,Medical Devices,Device X,Arjun,46,1191,54786
2023-02-03,INV02578,CUST02578,Miller-Jackson Hospital,East,Odisha,Pharma,Medicine D,Anita,24,18634,447216
2023-09-09,INV02579,CUST02579,Johnson and Sons Hospital,West,Rajasthan,Pharma,Medicine B,Sneha,41,13334,546694
2024-05-10,INV02580,CUST02580,Williams and Sons Hospital,West,Gujarat,Pharma,Medicine B,Sneha,30,14221,426630
2023-03-25,INV02581,CUST02581,Garcia-Caldwell Hospital,South,Tamil Nadu,Pharma,Medicine B,Sneha,37,13385,495245
2023-03-21,INV02582,CUST02582,Foster LLC Hospital,West,Maharashtra,Medical Devices,Device Z,Arjun,37,6992,258704
2024-09-24,INV02583,CUST02583,Garcia-Curtis Hospital,South,Kerala,Pharma,Medicine A,Arjun,32,19400,620800
2023-03-24,INV02584,CUST02584,Mccarthy LLC Hospital,East,Odisha,Medical Devices,Device Y,Rahul,41,485,19885
2023-07-08,INV02585,CUST02585,Johnson-Medina Hospital,West,Gujarat,Medical Devices,Device Y,Arjun,11,5544,60984
2023-08-07,INV02586,CUST02586,Smith Group Hospital,East,Assam,Medical Devices,Device Y,Arjun,13,13370,173810
2025-10-27,INV02587,CUST02587,Cook-Dawson Hospital,East,Assam,Pharma,Medicine D,Anita,6,13047,78282
2023-09-09,INV02588,CUST02588,Cantrell Group Hospital,North,Punjab,Pharma,Medicine A,Rahul,34,649,22066
2024-07-31,INV02589,CUST02589,"Terry, Garcia and Walls Hospital",East,Assam,Pharma,Medicine A,Anita,17,15281,259777
2023-04-19,INV02590,CUST02590,Hernandez-Knight Hospital,South,Karnataka,Medical Devices,Device W,Sneha,5,4037,20185
2025-02-06,INV02591,CUST02591,"Johnson, Hayes and Kelly Hospital",North,Haryana,Pharma,Medicine A,Arjun,48,16711,802128
2024-04-04,INV02592,CUST02592,Lyons-White Hospital,South,Kerala,Medical Devices,Device X,Rahul,20,18317,366340
2024-12-02,INV02593,CUST02593,"Hawkins, Gonzalez and Jenkins Hospital",North,Delhi,Pharma,Medicine A,Sneha,11,13888,152768
2023-02-17,INV02594,CUST02594,"Flowers, Snow and Schneider Hospital",South,Kerala,Medical Devices,Device Z,Arjun,21,11939,250719
2025-09-13,INV02595,CUST02595,Cooley and Sons Hospital,South,Karnataka,Medical Devices,Device Y,Anita,30,6990,209700
2023-01-04,INV02596,CUST02596,Kelley-Valenzuela Hospital,West,Gujarat,Pharma,Medicine C,Rahul,20,17594,351880
2024-08-05,INV02597,CUST02597,"Hamilton, Huber and Alvarez Hospital",East,Bengal,Pharma,Medicine D,Anita,34,5270,179180
2024-07-31,INV02598,CUST02598,"Quinn, Freeman and Davis Hospital",East,Bengal,Medical Devices,Device W,Arjun,11,10743,118173
2025-05-21,INV02599,CUST02599,"Martinez, Mckenzie and Wallace Hospital",West,Rajasthan,Medical Devices,Device Z,Sneha,9,4615,41535
2025-02-11,INV02600,CUST02600,Gutierrez-Russell Hospital,North,Punjab,Medical Devices,Device Y,Sneha,5,15664,78320
2024-07-23,INV02601,CUST02601,Branch Ltd Hospital,South,Tamil Nadu,Pharma,Medicine A,Anita,3,12266,36798
2024-10-25,INV02602,CUST02602,"Burton, Lee and Pierce Hospital",West,Maharashtra,Pharma,Medicine C,Arjun,23,13181,303163
2025-09-19,INV02603,CUST02603,Olsen-Bailey Hospital,West,Gujarat,Medical Devices,Device X,Sneha,48,11629,558192
2023-08-26,INV02604,CUST02604,"Brown, Brown and Tapia Hospital",East,Bengal,Pharma,Medicine B,Arjun,37,3032,112184
2024-07-08,INV02605,CUST02605,"Love, Parker and Walker Hospital",West,Maharashtra,Medical Devices,Device Y,Sneha,28,9091,254548
2023-05-27,INV02606,CUST02606,Castillo-Perry Hospital,South,Karnataka,Pharma,Medicine D,Arjun,39,13793,537927
2024-08-02,INV02607,CUST02607,Taylor-Phillips Hospital,North,Delhi,Medical Devices,Device Y,Anita,25,9662,241550
2025-03-01,INV02608,CUST02608,"Lambert, Torres and Rowe Hospital",South,Kerala,Medical Devices,Device Y,Arjun,40,1022,40880
2023-07-28,INV02609,CUST02609,James-Dennis Hospital,South,Kerala,Pharma,Medicine D,Anita,12,1630,19560
2023-01-20,INV02610,CUST02610,Hamilton Ltd Hospital,West,Rajasthan,Pharma,Medicine B,Anita,47,16855,792185
2024-05-29,INV02611,CUST02611,Martin-Hill Hospital,North,Haryana,Pharma,Medicine A,Anita,26,15180,394680
2025-12-18,INV02612,CUST02612,Riley-Phillips Hospital,North,Haryana,Medical Devices,Device Y,Arjun,28,12724,356272
2023-01-07,INV02613,CUST02613,Marshall PLC Hospital,West,Maharashtra,Pharma,Medicine B,Rahul,27,3128,84456
2024-07-16,INV02614,CUST02614,King Ltd Hospital,West,Rajasthan,Medical Devices,Device W,Anita,27,6197,167319
2024-01-07,INV02615,CUST02615,"Garcia, Hoffman and Hill Hospital",North,Delhi,Pharma,Medicine C,Anita,28,2030,56840
2025-12-14,INV02616,CUST02616,"Lee, Olson and Gardner Hospital",South,Karnataka,Pharma,Medicine A,Rahul,13,15407,200291
2025-07-27,INV02617,CUST02617,Singh-Wang Hospital,North,Delhi,Pharma,Medicine C,Sneha,45,6845,308025
2023-08-03,INV02618,CUST02618,Mendoza-Pollard Hospital,East,Odisha,Pharma,Medicine D,Rahul,48,3040,145920
2024-09-26,INV02619,CUST02619,"Rodriguez, Hogan and Scott Hospital",North,Delhi,Medical Devices,Device Z,Rahul,9,1122,10098
2024-07-31,INV02620,CUST02620,Hansen Inc Hospital,West,Maharashtra,Pharma,Medicine D,Anita,5,16075,80375
2023-02-16,INV02621,CUST02621,Smith and Sons Hospital,North,Punjab,Medical Devices,Device X,Sneha,13,11836,153868
2024-12-09,INV02622,CUST02622,Hall-Brooks Hospital,North,Delhi,Medical Devices,Device X,Arjun,36,18757,675252
2024-08-23,INV02623,CUST02623,Patterson-Ross Hospital,West,Rajasthan,Pharma,Medicine D,Anita,27,19714,532278
2025-07-12,INV02624,CUST02624,Combs-Byrd Hospital,East,Odisha,Medical Devices,Device Y,Rahul,50,1541,77050
2024-04-04,INV02625,CUST02625,"Mendoza, Jefferson and Peters Hospital",South,Karnataka,Medical Devices,Device Y,Rahul,22,13612,299464
2024-11-13,INV02626,CUST02626,Charles-Campbell Hospital,East,Bengal,Pharma,Medicine B,Rahul,16,6854,109664
2024-12-20,INV02627,CUST02627,Chavez PLC Hospital,West,Gujarat,Pharma,Medicine D,Anita,42,4512,189504
2024-01-23,INV02628,CUST02628,King-Richardson Hospital,South,Karnataka,Medical Devices,Device W,Anita,23,4919,113137
2023-01-06,INV02629,CUST02629,Williams-Howell Hospital,East,Odisha,Medical Devices,Device Z,Rahul,26,16755,435630
2024-09-15,INV02630,CUST02630,Gallagher-King Hospital,North,Punjab,Medical Devices,Device Z,Rahul,7,15999,111993
2023-02-07,INV02631,CUST02631,"Nichols, Thomas and Wilson Hospital",South,Karnataka,Pharma,Medicine C,Arjun,13,4816,62608
2024-08-30,INV02632,CUST02632,"Hinton, Cortez and Thomas Hospital",East,Odisha,Medical Devices,Device Z,Anita,8,10550,84400
2024-12-27,INV02633,CUST02633,"Blackburn, Peterson and Pope Hospital",North,Delhi,Medical Devices,Device Z,Anita,25,15565,389125
2025-12-26,INV02634,CUST02634,Walker-Brown Hospital,East,Odisha,Pharma,Medicine C,Arjun,18,5602,100836
2024-11-30,INV02635,CUST02635,Johnson-George Hospital,South,Karnataka,Medical Devices,Device X,Sneha,20,5967,119340
2024-10-11,INV02636,CUST02636,Carpenter-David Hospital,West,Maharashtra,Medical Devices,Device X,Arjun,39,9317,363363
2025-01-11,INV02637,CUST02637,Davis Inc Hospital,South,Kerala,Pharma,Medicine C,Sneha,27,4423,119421
2023-09-03,INV02638,CUST02638,Reese-Rivera Hospital,South,Tamil Nadu,Pharma,Medicine D,Rahul,11,10594,116534
2025-12-30,INV02639,CUST02639,"Peters, Sullivan and Kennedy Hospital",West,Gujarat,Medical Devices,Device Z,Arjun,13,7078,92014
2024-04-04,INV02640,CUST02640,"Smith, Stewart and Romero Hospital",North,Delhi,Pharma,Medicine D,Rahul,12,4978,59736
2025-11-29,INV02641,CUST02641,Fletcher Inc Hospital,North,Delhi,Medical Devices,Device X,Rahul,6,290,1740
2024-09-01,INV02642,CUST02642,"Lee, Moses and Kennedy Hospital",North,Delhi,Pharma,Medicine C,Anita,14,5604,78456
2025-03-20,INV02643,CUST02643,"Mathis, Ibarra and Howell Hospital",East,Bengal,Pharma,Medicine D,Sneha,40,17087,683480
2023-04-30,INV02644,CUST02644,Stevenson-Mcbride Hospital,East,Bengal,Medical Devices,Device Y,Arjun,42,18207,764694
2023-09-05,INV02645,CUST02645,Wright Group Hospital,North,Punjab,Medical Devices,Device Z,Anita,17,15889,270113
2025-03-27,INV02646,CUST02646,Hurley-Thompson Hospital,East,Bengal,Pharma,Medicine C,Sneha,26,16309,424034
2023-07-09,INV02647,CUST02647,"Griffin, Williams and Tran Hospital",South,Karnataka,Medical Devices,Device X,Rahul,26,3260,84760
2023-07-13,INV02648,CUST02648,"Williams, Franklin and Miller Hospital",West,Maharashtra,Medical Devices,Device Y,Arjun,24,1772,42528
2024-10-14,INV02649,CUST02649,"Ross, Boone and Lewis Hospital",East,Bengal,Medical Devices,Device Z,Anita,26,11806,306956
2023-03-16,INV02650,CUST02650,"Schroeder, Petty and Lucas Hospital",North,Punjab,Medical Devices,Device Z,Anita,16,1448,23168
2024-06-22,INV02651,CUST02651,"Clark, Frederick and Richards Hospital",East,Bengal,Medical Devices,Device Z,Sneha,29,3102,89958
2023-01-04,INV02652,CUST02652,"Owens, Bishop and Lopez Hospital",West,Maharashtra,Medical Devices,Device W,Sneha,48,10263,492624
